first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,R,S,T,U,V,Value
Kirsteni,Gritskov,Female,661,5/12/1998,25,,n/a,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,0.83,0.83,1.0375,0.881875,575,0.796875
Bobby,Summersby,Male,662,10/27/1943,80,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,0.97,0.97,1.21,1.21,575,0.797
Shepherd,Dutchburn,Male,663,8/12/1976,47,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,1.08,1.35,1.69,1.69,575,0.797
Berenice,Kaesmakers,Female,664,10/15/1994,29,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,0.75,0.75,0.94,0.8,575,0.797
Jesse,Crosio,Male,665,4/15/1994,30,Data Coordiator,n/a,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,0.49,0.61,0.77,0.65,575,0.797
Cordi,Thornton,Female,666,1/4/1973,51,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,0.78,0.78,0.98,0.83,575,0.797
Debbie,Tillman,Female,667,7/6/1990,33,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,0.78,0.98,1.22,1.22,582,0.79
Judie,Pirkis,Female,668,7/18/1995,28,Recruiter,n/a,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,1.09,1.36,1.7,1.7,583,0.788
Flin,Yoskowitz,Male,669,12/17/1995,28,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,0.86,1.08,1.34,1.14,583,0.788
Noel,Sturch,Female,670,10/28/1951,72,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,0.62,0.62,0.78,0.66,583,0.788
Letizia,Poore,Female,671,8/30/1938,85,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,1.1,1.1,1.38,1.38,583,0.788
Raynard,,Male,672,4/13/1996,28,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,0.87,0.87,1.09,1.09,587,0.786
Kiley,Grunder,Male,673,4/17/1994,30,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,0.85,1.06,1.33,1.33,587,0.786
Ethelred,Sissel,Male,674,12/25/1974,49,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,0.98,0.98,1.23,1.23,587,0.786
Dena,Pabst,Female,675,4/20/1987,37,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,0.73,0.91,1.14,1.14,590,0.784
Wyndham,Woolford,Male,676,10/22/1979,44,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,0.82,0.82,1.03,0.87,591,0.782
Rochette,Haddacks,Female,677,5/10/1996,27,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,0.55,0.69,0.86,0.86,591,0.782
Jamal,Dudgeon,Male,678,2/9/1965,59,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,0.65,0.65,0.81,0.69,591,0.782
Levin,Coxen,Male,679,10/22/1955,68,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,1.02,1.02,1.28,1.08,594,0.781
Marinna,Kauschke,Female,680,3/15/1973,51,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,0.43,0.54,0.67,0.67,595,0.776
Kyle,Michie,Female,681,7/19/1958,65,Nurse Practicioner,n/a,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,0.42,0.53,0.66,0.56,595,0.776
Lanie,Cobbold,Male,682,12/31/1978,45,Senior Sales Associate,n/a,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,0.89,1.11,1.39,1.18,595,0.776
Gilbert,O'Fallone,Male,683,11/7/1994,29,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,1.09,1.09,1.36,1.36,595,0.776
Gerianne,Kaysor,U,684,,124,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,1.03,1.03,1.29,1.29,599,0.775
Esther,McOnie,Female,685,5/26/1939,84,Legal Assistant,n/a,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,0.44,0.44,0.55,0.47,599,0.775
Chaim,Kingdon,Male,686,1/21/1996,28,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,0.43,0.54,0.67,0.67,599,0.775
Anson,Dearnaly,Male,687,6/29/1997,26,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,1.02,1.28,1.59,1.59,602,0.774
Caitrin,Critten,Female,688,1/29/1973,51,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,0.75,0.94,1.17,1,603,0.77
Garreth,Minett,Male,689,5/23/1961,62,Physical Therapy Assistant,n/a,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,0.98,1.23,1.53,1.53,604,0.765
Rozamond,Sommer,Female,690,9/19/1966,57,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,1.02,1.28,1.59,1.59,604,0.765
Annabell,Downer,Female,691,11/25/1955,68,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,0.85,0.85,1.06,1.06,606,0.765
Maximilian,Geffen,Male,692,7/13/1955,68,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,0.56,0.7,0.88,0.74,606,0.765
Ajay,Worham,Female,693,9/30/1979,44,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,1.02,1.28,1.59,1.35,606,0.765
Jamison,Cashin,Male,694,5/19/1970,53,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,0.86,1.08,1.34,1.14,609,0.763
Dorian,Emery,Female,695,8/24/1998,25,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,0.7,0.88,1.09,0.93,609,0.763
Nicol,Swinford,Male,696,12/7/1976,47,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,0.89,0.89,1.11,1.11,609,0.763
Agna,Cowpe,Female,697,3/5/1969,55,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,0.85,1.0625,1.328125,1.12890625,612,0.75703125
Nev,Prosh,Male,698,5/8/1950,74,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,0.57,0.71,0.89,0.89,612,0.757
Lucius,Hatchell,Male,699,3/19/1951,73,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,0.87,1.09,1.36,1.16,612,0.757
Francisca,Pottage,Female,700,6/10/1957,66,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,0.6,0.6,0.75,0.64,615,0.757
Farlie,Brookz,Male,701,7/31/1963,60,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,1.02,1.28,1.59,1.35,615,0.757
Mariette,,Female,702,7/5/1956,67,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,0.68,0.85,1.06,1.06,617,0.754
Beverlee,Ungerechts,Female,703,10/3/1973,50,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,0.92,0.92,1.15,0.98,617,0.754
Nanni,Girodias,Female,704,1/8/1959,65,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,1.05,1.05,1.3125,1.3125,617,0.754375
Delcina,Hursey,Female,705,12/26/1968,55,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,1.01,1.2625,1.578125,1.34140625,620,0.75
Lek,Pimblett,Male,706,9/29/1955,68,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,0.64,0.8,1,0.85,620,0.75
Kellyann,Adshad,Female,707,6/7/1940,83,,n/a,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,0.9,1.125,1.40625,1.1953125,620,0.75
Ewell,Paulusch,Male,708,1/15/1998,26,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,0.83,1.04,1.3,1.1,620,0.75
Madison,Lars,Male,709,1/19/1967,57,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,0.5,0.5,0.63,0.53,620,0.75
Ardis,Taree,Female,710,4/12/1960,64,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,1.03,1.29,1.61,1.61,625,0.748
Wheeler,Godsil,Male,711,9/20/1993,30,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,1.05,1.31,1.64,1.64,626,0.744
Marissa,O'Scandall,Female,712,7/13/1973,50,,n/a,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,0.61,0.7625,0.953125,0.953125,626,0.74375
Terrel,Keynd,Male,713,4/20/1961,63,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,0.96,0.96,1.2,1.02,626,0.744
Augie,Swallwell,Male,714,8/22/1939,84,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,0.43,0.5375,0.671875,0.671875,626,0.74375
Dillon,Bannister,Male,715,12/24/1945,78,Tax Accountant,n/a,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,0.57,0.57,0.71,0.61,626,0.744
Osbourn,Gherardini,Male,716,5/1/1987,37,,n/a,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,0.83,1.0375,1.296875,1.296875,626,0.74375
Lissa,Gawn,Female,717,9/21/1962,61,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,0.94,1.18,1.47,1.25,632,0.74
Leisha,McConway,Female,718,10/31/1975,48,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,1.02,1.28,1.59,1.35,632,0.74
Kearney,Cuddehy,Male,719,5/18/1997,26,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,0.85,0.85,1.06,0.9,634,0.74
Shellysheldon,Bichard,Male,720,1/6/1954,70,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,0.5,0.63,0.78,0.66,634,0.74
Reinhard,Oscroft,Male,721,3/18/1950,74,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,0.79,0.79,0.99,0.99,634,0.74
Menard,Venmore,Male,722,4/4/1978,46,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,0.74,0.74,0.93,0.93,637,0.738
Andree,Breeds,Female,723,10/19/1954,69,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,0.56,0.7,0.88,0.88,637,0.738
Kata,Harrop,Female,724,5/4/1950,74,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,0.65,0.8125,1.015625,1.015625,637,0.7375
Pierrette,Gummie,Female,725,8/4/1966,57,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,0.52,0.52,0.65,0.65,637,0.738
Nady,Withinshaw,Female,726,2/17/1968,56,Database Administrator III,n/a,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,0.67,0.67,0.84,0.84,641,0.734
Demott,Mullaly,Male,727,12/15/1982,41,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,0.83,0.83,1.04,0.88,642,0.733
Wendye,Kleinplatz,Female,728,5/28/1996,27,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,0.93,0.93,1.16,1.16,643,0.731
Irvin,Bevans,Male,729,7/12/1962,61,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,0.49,0.49,0.61,0.52,644,0.73
Madella,Marquiss,Female,730,10/8/1976,47,VP Marketing,n/a,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,0.76,0.76,0.95,0.95,644,0.73
Austine,Speedy,Female,731,5/23/1940,83,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,0.75,0.94,1.17,1.17,646,0.73
Wolf,Craft,Male,732,7/19/1995,28,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,0.92,1.15,1.44,1.44,646,0.73
Aldin,Newsome,Male,733,7/6/1981,42,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,0.91,0.91,1.14,0.97,648,0.725
Sindee,Jasik,Female,734,10/21/1942,81,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,0.48,0.6,0.75,0.64,648,0.725
Truman,Arlett,Male,735,6/25/1958,65,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,0.88,1.1,1.38,1.38,648,0.725
Gordon,Rewan,Male,736,1/7/1988,36,Chief Design Engineer,n/a,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,0.74,0.74,0.93,0.79,651,0.723
Israel,Brough,Male,737,10/29/1976,47,,n/a,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,0.94,1.175,1.46875,1.2484375,651,0.7225
Leticia,Hovenden,Female,738,4/3/1997,27,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,0.73,0.91,1.14,0.97,653,0.719
Caritta,Compston,Female,739,4/25/1958,66,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,0.67,0.84,1.05,0.89,653,0.719
Annabelle,Hanwell,Female,740,11/28/1951,72,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,0.71,0.89,1.11,1.11,655,0.717
Darryl,Hovee,Female,741,4/28/1944,80,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,0.97,1.21,1.52,1.29,655,0.717
Orly,Nesbitt,Female,742,3/25/1985,39,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,0.81,1.01,1.27,1.27,657,0.714
Margette,Gibard,Female,743,7/6/1942,81,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,0.81,1.0125,1.265625,1.265625,658,0.7125
Nicol,Bertot,Female,744,9/11/1977,46,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,0.87,1.09,1.36,1.36,658,0.713
Nobe,Trowsdale,Male,745,7/12/1968,55,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,0.58,0.58,0.73,0.62,658,0.713
Stephen,Tittershill,Male,746,12/21/1991,32,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,0.77,0.77,0.96,0.96,658,0.713
Giselbert,Pickring,Male,747,7/28/1959,64,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,0.4,0.5,0.63,0.63,662,0.712
Shane,Diss,Female,748,10/29/1980,43,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,0.72,0.9,1.125,1.125,662,0.711875
Lisette,Davers,Female,749,10/26/1940,83,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,0.46,0.46,0.58,0.58,662,0.712
Chicky,Sinclar,U,750,,124,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,0.77,0.96,1.2,1.2,662,0.712
Kippar,Whyatt,Male,751,1/21/1960,64,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,0.74,0.74,0.925,0.78625,666,0.71
Xenia,Maleck,Female,752,2/14/1960,64,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,0.94,0.94,1.18,1,666,0.71
Essie,Withur,Female,753,2/26/1941,83,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,0.64,0.64,0.8,0.8,668,0.706
Cecil,Gant,Male,754,7/16/1976,47,,n/a,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,0.68,0.85,1.0625,1.0625,668,0.7055
Lillis,Eshmade,Female,755,10/12/1974,49,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,1.03,1.29,1.61,1.37,668,0.706
Ted,Izacenko,Male,756,8/1/1959,64,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,0.42,0.42,0.53,0.53,668,0.706
Nixie,Shoesmith,Female,757,12/4/1956,67,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,0.72,0.72,0.9,0.9,672,0.704
Briana,Trill,Female,758,3/18/1944,80,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,0.77,0.77,0.96,0.96,672,0.704
Cobbie,Bruyett,Male,759,3/19/1956,68,Associate Professor,n/a,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,0.92,1.15,1.44,1.22,674,0.703
Wrennie,Dwelly,Female,760,3/11/1940,84,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,1.01,1.01,1.26,1.07,674,0.703
Sibylla,Kibble,Female,761,8/5/1962,61,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,0.88,0.88,1.1,1.1,676,0.701
Kariotta,Naper,Female,762,4/7/1952,72,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,1.05,1.05,1.31,1.12,676,0.701
Wylie,Huntingdon,Male,763,8/11/1966,57,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,0.99,0.99,1.24,1.05,676,0.701
Lizbeth,Garvan,Female,764,9/6/1996,27,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,0.44,0.44,0.55,0.47,676,0.701
Averil,Ackery,Male,765,9/9/1970,53,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,0.56,0.7,0.88,0.74,676,0.701
Myrtie,Ostrich,Female,766,6/18/1996,27,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,0.84,1.05,1.31,1.31,676,0.701
Ross,Vidgen,Male,767,12/28/1947,76,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,0.42,0.42,0.53,0.53,682,0.7
Sibby,Skinner,Female,768,5/5/1981,43,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,0.45,0.56,0.7,0.6,682,0.7
Selle,Casper,Female,769,3/27/1978,46,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,0.65,0.81,1.02,0.86,684,0.7
Andrew,Froment,Male,770,7/19/1977,46,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,0.9,0.9,1.13,1.13,684,0.7
Maurizia,Ritmeyer,Female,771,4/9/1980,44,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,1.1,1.38,1.72,1.46,684,0.7
Keenan,Moriarty,Male,772,12/23/1994,29,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,0.65,0.81,1.02,0.86,684,0.7
Davide,Senten,Male,773,2/23/1941,83,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,0.65,0.65,0.81,0.69,688,0.697
Renie,Fiveash,Female,774,10/10/1992,31,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,0.64,0.64,0.8,0.8,688,0.697
Willard,Booton,Male,775,9/2/1938,85,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,0.46,0.575,0.71875,0.71875,688,0.697
Debby,Balmadier,Female,776,6/24/1992,31,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,1.08,1.35,1.69,1.69,691,0.691
Rockie,MacKibbon,Male,777,4/20/1978,46,,n/a,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,1.07,1.3375,1.671875,1.42109375,691,0.690625
Harvey,Dwelley,Male,778,8/30/1973,50,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,0.67,0.67,0.84,0.84,691,0.691
Patrice,Pariss,Male,779,6/15/1954,69,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,0.51,0.51,0.64,0.54,691,0.691
Arman,Yakubov,Male,780,10/7/1977,46,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,0.99,1.24,1.55,1.55,691,0.691
Gardiner,Gypps,Male,781,6/1/1991,32,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,0.78,0.98,1.22,1.04,691,0.691
Cathleen,Le Teve,Female,782,11/6/1950,73,Recruiting Manager,n/a,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,0.62,0.62,0.78,0.78,691,0.691
Thaddus,Joder,Male,783,12/10/1957,66,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,0.46,0.46,0.575,0.48875,698,0.69
Josepha,Clamp,Female,784,11/3/1961,62,Marketing Manager,n/a,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,0.91,0.91,1.14,1.14,698,0.69
Jillane,Simion,Female,785,7/3/1974,49,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,0.48,0.48,0.6,0.6,700,0.688
Lynnell,Shoesmith,Female,786,1/29/1981,43,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,0.81,1.01,1.27,1.27,700,0.688
Mandie,MacAdie,Female,787,12/25/1974,49,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,0.42,0.42,0.53,0.53,700,0.688
Ferdinand,Billie,Male,788,9/4/1965,58,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,0.6,0.6,0.75,0.64,700,0.688
Suzy,Bussens,Female,789,4/29/1973,51,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,0.67,0.67,0.8375,0.711875,700,0.6875
Emeline,Vezey,Female,790,8/7/1953,70,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,1.06,1.33,1.66,1.66,700,0.688
Cissiee,Baylis,Female,791,7/22/1951,72,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,0.98,0.98,1.23,1.23,700,0.688
Roldan,Raybould,Male,792,11/18/1975,48,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,1.02,1.02,1.28,1.08,700,0.688
Barth,Weare,Male,793,8/22/1946,77,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,0.81,1.01,1.27,1.08,708,0.68
Alta,Pithcock,Female,794,11/18/1999,24,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,0.55,0.55,0.69,0.58,708,0.68
Marc,Keunemann,Male,795,9/4/1972,51,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,0.46,0.58,0.72,0.72,708,0.68
Bertine,Smalles,Female,796,12/10/1983,40,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,0.63,0.79,0.98,0.84,708,0.68
Wilbert,O'Loughnan,Male,797,5/18/1983,40,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,0.53,0.66,0.83,0.7,708,0.68
Seymour,Fellibrand,Male,798,10/11/1971,52,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,0.85,1.06,1.33,1.33,708,0.68
Miran,Runchman,Female,799,7/9/1975,48,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,0.93,0.93,1.16,0.99,708,0.68
Dorotea,Fenwick,Female,800,10/12/1950,73,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,1.1,1.1,1.38,1.38,715,0.677
Jenny,Massy,Female,801,10/16/1963,60,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,0.72,0.9,1.13,0.96,715,0.677
Hyman,Petrolli,Male,802,9/9/1965,58,Senior Sales Associate,n/a,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,0.97,1.21,1.52,1.52,715,0.677
Beatrix,McGivena,Female,803,10/18/1966,57,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,0.73,0.91,1.14,0.97,715,0.677
Nalani,Hallad,Female,804,11/30/1999,24,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,0.49,0.61,0.77,0.77,719,0.675
